reviewer_name,user_country,room_type,stay_duration_days,rating,review_text,review_date
haizhu,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2019,"6,0",酒店设计风格简约清新，跟网站看的差不多，挺漂亮的，浪漫晚餐布置很不错，只是后来因同事间没交接好要跟我们收费，实在。。。（我们订的是包括晚餐的，接待员自己说是浪漫晚餐的）虽然最后没收，但心情着实受影响，餐厅开放式所以很多苍蝇，有待改进，泳池不干净，池底有虫子，不敢用，垃圾桶袋虽然循环使用环保但感觉很不卫生，酒店设施很少除了呆房间基本没什么东西，check in 的时候态度不错，但是check out 的时候真不咋嘀,Diulas pada 25 April 2019
CHOOI,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2018,"4,4",房间是很新很美 可是冷气漏水 还有浴缸水不能流出 坏了,Diulas pada 07 Januari 2019
Tsz,Hong Kong,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2024,"2,4","On the first day, everything looks nice, but there is not hairdryer in the room, I need to contact the staff bring 2 for us. When we ask for how to turn on the ceiling fan in the room, the staff told us that was the decoration, however the fan suddenly turn on automatically. I don’t know that they don’t want to tell us or for other reason, it is a little bit odd, but we are fine about this. When we come back the villa at night, after shower we want to take a bath before sleep, but there was no hot water for the bath tub.

On the second day morning,  there is still no hot water for the bath tub, so we contact the staff through whatsapp, but there response is really really slow, they finally sent someone to check with the tube after one hour later after we contacted them, which delay my whole schedule on that day. Anyway, when I asked for change another room with hot water provided in the tub, they accepted and changed for us. We tried the water before we leave in the afternoon , it is hot enough for taking a bath, and I also reminded the staff to prepare 2 hairdryers in our room. 

However, when we came back at night, the hot water for bath tub was stopped AGAIN!!! Even for shower only. The staff NEVER told us the hot water will stopped after 12 am, or even I asked about this, they didn’t replay me. And, the water flow was very very slow, even worse than the room that we stayed on the first night. So me and my family cannot use the tub again as we bring lots of bath bomb here for relaxation, it really upset us and ruin our holiday. Also, there is no hairdryer in the room, so I need to go out to ask for it in the late night and they can only provide one for us and even not work properly. I told them about this situation at late night and I also ordered the breakfast at 9am, I understood that this is not their operation hour, so I expected that they we reply us in the next morning.

I woke up at 830am in the next morning, still cannot hear any reply through the whatsapp. And after 9am, the breakfast did not sent to our room, so I need to walk out directly to the reception and ask them did they check my messages, unfortunately they didn’t, they check the messages in front of me… I understood that their operation is from 7am to 11pm, but why they didn’t check the messages when they work again, I think I have provided enough time for them to reply, even just for the breakfast but not the problem in our room.

Later on, they ask for the engineer to check with the tube, but it is 10am already. We cannot use the tube even they fixed it, they come in and out in the villa, which disturb our breakfast time. Finally the engineer told me that he fixed the tube now but need to wait 30 mins for hot water at 1030am, but we need to check out at 12pm, so we definitely cannot use the tube before we leave.

The villa really disappointed me and my family and ruined our holiday as we spend quite a lot of time to deal with this. If the villa only cost me $500HKD/night, I can accept all this problem. But it’s not, the villa charged me $1300HKD/nighht, I don’t think that this service and the amenities is expected. And I will not recommend this villa to all of my friends and family because of the really bad experience this time, I believe there will be other villa better than this in ubud at this price. I hope Agoda will so some follow up with my situation and I hope Agoda won’t disappoint me.",Diulas pada 16 September 2024
Yuet,Hong Kong,Vila Tiga Kamar Tidur,Menginap 6 malam pada November 2023,"3,6","So many insects ,  Every  where in the bedroom and living room.  

The most severe is in the living room with hundreds of dead insects on the sofa and floor. The staff also got shocked by the crazy scenario.",Diulas pada 18 November 2023
CHIN,Hong Kong,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juni 2023,"5,2",地方偏遠，設備未齊就比房入住，無熨斗無枱，用蒸餾咖啡機代替電熱水壺。淋浴間第一日去唔到水，要叫人維修。,Diulas pada 20 Juni 2023
JUI-CHEN,N/A,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2018,"6,0",雖然也在烏布但其實離烏布皇宮市區有半小時以上車程距離，交通並不方便，要有入住後到退房不會再出門的打算，也沒有什麼娛樂設施，villa游泳池尚可，因為在山中所以房內濕氣較重，比較建議是一家人入住，不然真會有些無聊。,Diulas pada 01 April 2019
nga,Hong Kong,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Januari 2019,"9,6",酒店如圖所示 十分美 房間沒有什麼昆蟲 泳池乾淨 酒店的餐廳東西是很好吃 十分推薦 除了位置有點遠 搵間附近風景很值得 很喜歡,Diulas pada 28 Januari 2019
YAYU,Taiwan,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Januari 2019,"4,0",地點偏遠 房間和餐廳都不乾淨很多蒼蠅（揮蒼蠅揮到不用吃早餐）而且也不好吃啦～還有蜥蜴？ 跑來偷吃漂浮早餐⋯ 電燈壞了說隔天會來修但是也沒來 除了一位戴牙套的小姐人很好 不厭其煩的幫助我們 是一位可愛的小姐 其他人就算了 尤其是按摩的那位小姐 爛斃了,Diulas pada 05 Januari 2019
CHUNG-LING,Taiwan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2018,"9,6",我們是villas開幕第一批入住的房客，各方面都非常滿意，除了地點離市區遠了些外其他都無可挑惕，推薦給大家,Diulas pada 12 Agustus 2018
Verathep,Thailand,Deluxe One Bedroom Private Pool Villa,Menginap 1 malam pada Desember 2023,"8,8",Villa looks quite new with full facilities. Pool is very big then you can enjoy with enogh space. Don't forget to take photo at dinning place. It's very beautiful view.,Diulas pada 25 Desember 2023
Anchaya,Thailand,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2024,"3,6","Location and Service: The hotel is quite far from the city center. The staff entered the room before the official check-out time to notify us, which was inconvenient. Additionally, there was only one shuttle service available, leading to long wait times and insufficient transportation options for guests.

Hot Water Issue: The hot water in the room was not working. Although we reported it for repair, the problem was not resolved during our stay, which affected our comfort.",Diulas pada 04 September 2024
Mudjai,Thailand,Vila Tiga Kamar Tidur,Menginap 1 malam pada Oktober 2018,"10,0","การบริการดีมากค่ะ พนักงานน่ารักทุกคน
และอาหารอร่อยถูกปากคนไทยมาก
แนะนำเลยค่ะ อาจจะอยู่ห่างจากอูบุดหน่อย 
แต่ถ้าสำหรับกรุปครอบครัวที่อยากพักผ่อน
แนะนำเลยค่ะ",Diulas pada 01 November 2018
Mariko,Jepang,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2024,"8,0","場所が思ったより遠く不便でしたが、スタッフの対応がとても良かったです！
シャワーの水圧も今までで一番ありました！
ルームサービスもしましたが、ご飯も美味しかったです。",Diulas pada 06 Mei 2024
AIKO,Jepang,Vila Tiga Kamar Tidur,Menginap 2 malam pada September 2019,"8,4","3ベッドルームに友人と3人で宿泊しました(*^^)
v1人一部屋で、めちゃくちゃ良かった!!料金は、高くないです◎

ロビーから、ヴィラ全てがオシャレだし、部屋もキレイで虫も少なめです。
虫除けスプレーを部屋にシュッとしといたら、全然いなかったです。

ただ、ゴミ箱はトイレ横のサニタリーゴミ箱(少し大きめ)しか各部屋にありません。
あとは、リビングの流しの下のみ。

あと、栓抜きがリビングにも1本もなく、1日目はスプーンで開ける羽目に(ㆆ_ㆆ)
電話したら、ルームサービスの人が居ないから明日しか分からないと言われました！

各部屋の歯磨き用の水もビンなのに、、、


あと、ドライヤーがメインベッドルームに1個しかありません。しかも小さい風量イマイチなやつ。そして、1日目に壊れました～。ドライヤーと栓抜きは持参がイイかもです(￣▽￣)


旅行前のやり取りのレスポンスも早く安心な宿です！ただ、バースデー祝いは有料でサービスないみたいです。

バリで流行りのフローティングブレックファーストも出来るみたいですよ！
ビール5本とピザセットとかもあったな～。
ヴィラでまったりもオススメです！

プールも広く、リビングも寛げました！
また行きたい！！

ただ、ウブドの北側になるので空港から直接来ちゃうと2時間半もかかります。
バリの車や運転で、2時間半はキツいです！

寄り道しながら、向かうのがオススメですよ(^^♪",Diulas pada 17 September 2019
Joan,Selandia Baru,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada April 2024,"8,4",It has bit of distance from Ubud city but and quiet place to stay. very friendly staff. Time to change some of facilities and fix.Overall we enjoyed our stay.,Diulas pada 29 April 2024
Joan,Selandia Baru,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada April 2024,"8,8",It has bit of distance from Ubud city but and quiet place to stay. very friendly staff. Time to change some of facilities and fix.Overall we enjoyed our stay.,Diulas pada 29 April 2024
Joan,Selandia Baru,Vila Tiga Kamar Tidur,Menginap 3 malam pada April 2024,"8,8","Enjoyed staying.Good size &beautiful villa for big family.
Very quiet,relaxing place.
Staffs were very kind.
Some of interior fixture need to be up dated.",Diulas pada 01 Mei 2024
LEE,Korea Selatan,Vila Tiga Kamar Tidur,Menginap 2 malam pada Agustus 2024,"7,6",가족이 묶기좋음 우붓이시내랑 멀지만 직원이택시 불러주고 아주 친절..숲세권이라 도마뱀..벌레가 많음 주위.,Diulas pada 05 September 2024
Seunghyun,Korea Selatan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juli 2023,"7,6","직원들이 매우 친절합니다. 다만 숙소가 외진 곳에 있어 택시를 부르기가 어렵습니다.
다행히도 리셉션에 연락하면 콜택시를 불러줍니다.",Diulas pada 12 Maret 2024
DeokSeong,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Mei 2024,"2,0","다른 사람들은 모르겠으나 공항에서 부터 2시간?? 시속 20~40km 속력으로?? 적어도 3시간은 잡아야 한다 
어디를 갈려고 해도 숙소로 돌아올려면 1시간 ~ 2시간 걸려서 너무 불편하다
숙소 도착하였으나 주차장도 쫍고 짐옴기게 도와주는 사람도 없다 
숙소 입구까지 가는 길도 어둡고 바닥이 미끄럽고 냄새가 많이 난다 
숙소 입고에 전들이 고장나 문열쇠를 한참 찾고 이동시 문열쇠가 너무 불편하게 되어 있다 
숙소 입실시 데크가 많이 깨져잇어서 아이들이 놀다가 다칠까 겁이난다
 
또한 쥐들이 많으니 음식물을 조심하라고 하는데... 먹으라는건지 말라는건지...

주변에 먹을수 있는것들이 없기에 룸서비스를 시켯지만 음식이 제대로 된건지 안된건지....

아무리 비가 많이 왔다고 하지만 수영장 물이 너무 더럽고 이용하기 싫을 정도였다 
3베드룸을 신청하였는데 욕조는 1개가 다였고 뜨거운 물도 잘 안나온다고 항의 했다 
인포메이션에 연락할 수 잇는 방법은 개인 핸드폰으로 연락해야 한다 
숙소 내 커튼 먼지 자국도 많고 세탁을 안했는지 너무 더러웠다 
이불과 캐노피에는 찌든때와 피 자국이 잇엇다 
베게는 침자국이 그대로 있엇고 화장실 배변기가 고장나서 물채워지는 소리가 계속나서 잠도 설쳤다
 
방마다 귀금속을 보관하는 금고가 잇어야 하는데 1개만 있엇고 모든 중요항목을 거기에 넣어야 한다는 건가.... 

사진을 업로드 해주고 싶은데 리뷰에는 그런 항목이 없다 아마 컴플레인하면 이숙소다 아니다고 비아냥 거리겠지만 고액의 숙소를 잡을때는 리뷰한번 읽어봐주자

발리까지 왔는데 하필 숙소를 잘못 잡아서 이틀을 버린 것 같다 
가성비도 별로고 숙소에서 할 수 있는것이 없다",Diulas pada 29 Mei 2024
Jongwook,Korea Selatan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2023,"10,0",아이동반은 꼭오세요 직원들이 엄청 친절합니다.,Diulas pada 18 Oktober 2023
ju,Korea Selatan,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada September 2023,"7,6","가격대비 안족스러운 풀빌라
시내에서 30~40분 들가야하는 시골 농촌
주위에 논밭이 다임",Diulas pada 26 Januari 2024
Mi,Korea Selatan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2020,"8,4","시골스러운 여유롭고 조용한 위치에 있습니다. 남편은 숙소 중 여기가 가장 좋다고 하더라구요.
전 햇반을 데워먹을 수 있는 전자렌지가 없는 것이 아쉬웠습니다. 하지만 부탁드리면 데워서 접시에 곱게 담아서 주십니다.
조식은 레스토랑에서 골라서 주문할 수 있어서 좋았습니다.
주변에 마트가 없으니, 꼭 숙소 들어가시기 전에 기사분께  마트 들러가 가달라고 부탁하셔서 필요한것들 사서 가세요.
개인적으로 코코마트  추천합니다.",Diulas pada 24 Februari 2020
Eun,Korea Selatan,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2019,"9,2","숲속에 위치한 빌라라 되게 프라이빗하며 조용하고 쾌적합니다
직원분들이 아주 친절하고
빌라자체가 크지 않아서 걸어서 금방 둘러보실 수 있습니다
수영장 풀이 크진 않으나 생각보다 깊고
관리가 잘 되어 있습니다.
위치가 우붓에서 차로 20분 가량 들어가야해서 그게 단점이긴 하지만
숙소에서 쉬실분들에게 추천드립니다.",Diulas pada 13 Januari 2020
주,N/A,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Agustus 2019,"9,2",위치는 산속에 있어서 공항에서 조금 오래 걸립니다 그치만 시원해요! 그리고 아주 아주 아주 친절해요 너무 친절해서 죄송할 정도 그리고 방이 커요 화장실은 더 커요 풀도 작은 듯 보이지만 막상 들어가면 크고 깊습니다 두 명이서 수영하기 너무 좋았어요 하나 아쉬운 점은 식당이 10시에 닫아요 배달도 안 되는 지역이라 식사를 원한다면 뭘 사서 들어오거나 일찍 많이 시킨 다음 나중에 먹어야 합니다 ㅜㅜ 인테리어나 청결도 다 괜찮았고 저는 도마뱀 하나도 보이지 않아서 좋았어요,Diulas pada 17 Oktober 2019
CHOI,N/A,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2019,"10,0",상상 그 이상. 청결 상태며 침구며 어매니티며 인테리어&시설 모두 최고!! 왜 4성급인지 이해가 안갈 정도네요. 수영장에 부유물도 전혀없고 완벽한 수영장! 체크아웃이 너무 아쉬웠고 발리에서 최고의 숙소였습니다,Diulas pada 29 Agustus 2019
kim,Korea Selatan,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Oktober 2018,"8,8","지은지 오래되지 않은곳이라 그런지 너무 좋았으나 우붓 시내에서는 거리가 멀어 위치적으로는 불편함이 있었다.
직원들 모두 친절하고 너무 좋았다.
다만 로비쪽에는 파리가 너무 많아 밥먹을때는 불편했다",Diulas pada 07 November 2018
Diana,Vietnam,Deluxe One Bedroom Private Pool Villa,Menginap 1 malam pada Oktober 2023,"8,0","La villa bastante bien, aunque no tenía utensilios de cocina, ni cocina para hacerse nada, aún así la habitación está muy bien y nueva. Lo mejor el masaje que nos dimos de 90 min, uno de los mejores de bali",Diulas pada 18 Oktober 2023
Ana-Maria,Spanyol,Deluxe One Bedroom Private Pool Villa,Menginap 2 malam pada Agustus 2024,"6,0","Tuvimos un problema con la reserva por nuestra culpa y en vez de 2 habitaciones tuvimos solo 1. Por culpa de este problema tuve que pedir una cama extra. Cuando regresamos de nuesta excursion por la noche vi que la cama extra era en realidad un colchon en el suelo con sabanas.

Al dia siguiente al hacer el check out por la manana nos cobraron 500000 ripias el equivalente a 30 euros por el colchon. Le explique a la recepcionista que no me parece normal que me cobren 30 euros por un colchon en el que no pude dormir. Aparte, el botones me rompio una rueda de la maleta. 
Solicite poner una reclamacion y me dieron una hoja de papel blanca. Pedi el email del responsable, envie 2 emails a las que aun no tengo ninguna respuesta.
Me parece una tomadura de pelo y una falta de respeto.",Diulas pada 02 September 2024
Ana-Maria,Spanyol,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2024,"4,4","Muy mala experiencia con ellos.Pedimos una cama extra y al llegar tarde de visitar encontramos un colchon en el suelo.Eso no es una cama extra y se duerme muy mal.Encima no te dicen el precio que me parecio bastante alto y el chico que nos llevo la maleta le rompio una rueda y al reclamar no contestaron ni nos dieron ninguna solucion.A diferencia de unos dias , nuestra amiga que tenia que ir a Daun pregunto por la resolucion del problema y dijeron que la maleta podria ya haber estado rota, cosa que no es verdad ya que cuando llegamos al hotel funccionaban las 4 ruedas.",Diulas pada 04 September 2024
Tatiana,Timor Leste,Vila Tiga Kamar Tidur,Menginap 3 malam pada Maret 2024,"4,4","We stayed 3 nights at the villa, it was very far from everything... 40 minutes to ubud center, nothing near the hotel to see... No markets or restaurants near by, so we depend on the hotel restaurant for everything, and the hotel restaurant was very poor... The villa was beautiful but need some maintenance. The massage on the spa was never avaliable.",Diulas pada 29 Maret 2024
mustapha,Prancis,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2024,"10,0","Complexe de villas en plein milieu des rizières.
Le personnel est accueillant et très gentil.
Je recommande 👍👍👍",Diulas pada 12 Juli 2024
Veronique,Prancis,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2023,"8,0","Villa avec 2 chambres et piscine privée !
Calme et tranquillité 
Un peu loin de la ville!
Mais agréable !!",Diulas pada 27 Oktober 2023
Natasha,Swiss,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juni 2024,"9,2","Tout était au top 
Le personnel la nourriture la propreté le seul hic c’est que vous ne pouvez pas prendre de taxi online attention c’est uniquement les taxi qui travaille avec l’hôtel donc plus chère",Diulas pada 24 Juni 2024
Ben,Prancis,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Oktober 2024,"3,2",Trop loin de tout et les chambres sont sale. J’avais demandé à changer de chambre ils m’ont mis à côté des cuisines ça sentais mauvais et du coup j’ai demandé à changer il m’a dit ok et pour finalement me remettre dans la chambre sale une incompétence totale. Je recommande pas.,Diulas pada 19 Oktober 2024
zhiwei,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2023,"8,8",nice place,Diulas pada 29 April 2023
Khadija,Prancis,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Oktober 2018,"9,2","Nous avons passé 4 jours au sein de notre petite villa. Le seul hic et que 4 jours c’est trop peu!!!

- La villa est magnifique, décorée avec beaucoup de goût et impeccable au niveau de la propreté.
- Le petit dej et diner peuvent être servis tous les jours dans la villa, le petit dej est très varié et très bon! Quel plaisir de se réveiller et de trouver le petit dej prêt.
- Nous avons également essayé le spa, rien a dire top! Super expérience
- Nous avons fait une journée tour d’ubud et environs  en voiture( waterfall, temples,  rizière et plantation de café) avec Sandy je recommande c’était vraiment sympa.
- Le staff est hyper serviable et d’une gentillesse jamais vu! Merci à eux de nous avoir chouchouté! 
- le centre ville d’ubud est un peu loin (40 min en scoot), vous pouvez louer le scooter directement a l’accueil 

Bref un séjour inoubliable!",Diulas pada 28 Oktober 2018
HUYNH,Vietnam,Vila Tiga Kamar Tidur,Menginap 2 malam pada Agustus 2022,"10,0","Hơi xa nhưng villa rất đẹp, có hồ bơi riêng, đầy đủ tiện nghi",Diulas pada 13 Desember 2022
Anke,Jerman,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2023,"10,0",Traumhaft schön!,Diulas pada 24 Agustus 2023
Shalana,Indonesia,Vila Tiga Kamar Tidur,Menginap 3 malam pada Juli 2024,"9,2","Very lovely people, hideaway from “tourist” Bali",Diulas pada 23 Juli 2024
Samina,Belanda,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juli 2019,"4,8","De villa was erg mooi, groot en schoon! Van alle luxe voorzien. De locatie is erg afgelegen en er zit helemaal niets in de omgeving dit zorgt ervoor dat je wel moet eten bij Daun lebar. Dit is opzich geen probleem echter is het eten erg matig van kwaliteit en erg duur. Voor een nasi goreng betaal je 70K excl. 21% tax. Bij een gewone warung betaal je daar Max 45K voor.  Daarbij is het handig als je een driver hebt. Vanuit Daun Lebar hebben ze drivers die ongeveer het dubbele vragen dan een gewone driver en het driedubbele van een Grab taxi.  (600k naar canggu). Prima villa om een nachtje je terug te trekken uit de drukte van Bali.",Diulas pada 29 Juli 2019
Armani,Filipina,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2023,"3,6","1. Rip off Massage service, on their ads in the villa it says price is all inclusive, including taxes.But upon check out reception will insist you need to pay additional for tax. That is illegal. If you ask for more than youre published rate, then what you are doing is illegal.


2. Too far from Ubud Center. Better options nearer the center. Pool is so cold not swimmable.

3. Dont book here. It ruined our holiday.",Diulas pada 02 Oktober 2023
İbrahim,Turki,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 21 malam pada Agustus 2024,"8,4",Herkes yardım sever müthiş iyiler restorantındaki yemekler cok iyi  ve kaliteli  sadece konum olarak uzak ve yerel taksiciler fazla fiat alıyor grep giremiyor  otel odaları ve havuz cok iyi konum uzak ubud merkezden,Diulas pada 27 Agustus 2024
Mohammed,Arab Saudi,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada September 2023,"6,0",طلبت من الاستقبال يجيبون لي غطاء سرير ثاني لانه وسخ بعد 30 دقيقة جاء العامل وانا كنت في الغرفة ومقفل باب الفيلا والمفتاح داخل الباب، المفاجأة ان العامل فتح باب الفيلا الخارجي بمفتاحه ودخل علي الغرفة بحجة انه جاي ينظف وهو يعلم اني موجود داخل الفيلا، الموظف قليل ادب و إدارة الفندق مب مهتمين ويدافعون عن الموظف ايضا,Diulas pada 10 September 2023
Mohammed,Qatar,Deluxe One Bedroom Private Pool Villa,Menginap 1 malam pada Agustus 2024,"10,0",Good,Diulas pada 04 Agustus 2024
JUI,Taiwan,Vila Tiga Kamar Tidur,Menginap 3 malam pada Juli 2024,"6,0","位在烏布北邊的鄉間，要叫車或外送都要等一段時間，幸好有餐廳可以點些食物，價格也不貴。除了Villa的私人泳池，也有一個公用的泳池，旁邊還有SPA服務

住宿的Villa房間簡單素雅，浴室還算好用，但備品最好自備，因為只有牙刷跟棉花棒，沒有擦手巾或毛巾只有大浴巾(還拿到破掉的)，也沒有附吹風機需要跟前台借，但隔天早上馬上被索回，一個房型附上至少一個吹風機很難嗎? 
因為住在鄉間，難免會有螞蟻、蜘蛛或飛蛾等昆蟲，不喜愛者請三思。每天進來打掃包括泳池清潔算是不錯的

服務人員大多數是友善的",Diulas pada 19 Juli 2024
妮,Taiwan,Vila Tiga Kamar Tidur,Menginap 2 malam pada Agustus 2024,"8,4",房間在深山裡，周圍沒有店家，必須要有交通工具，房間很乾淨，可惜沒有足夠的吹風機，需要到前台借用，電視很難用，工作人員很熱情,Diulas pada 01 September 2024
念瀅,Taiwan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2024,"2,0","這間是我人生截至目前為止住過體驗最差的飯店，敬告預定這間飯店的人三思。

先說好的部分：入住隔日的早上外出時，早餐自助吧的服務人員看我們有人沒用早餐，來詢問我們是否需要幫我們外帶，很體貼的幫我們用紙盒分裝好還提供塑膠袋給我們帶出門，非常謝謝那位貼心的工作人員❤️

糟糕的部分：
第一晚入住check in接待我們的服務人員態度不佳，很明顯能感覺到她敷衍我們，她的口音偏重所以即便說英文也很難聽得懂，且也沒有想要嘗試讓彼此可以順利溝通的誠意，最後請導遊來溝通才順利解決。

飯店因為地處偏僻建議連飯店WiFi，
連WiFi密碼都還要特地問櫃檯人員才知道，因為是villa的關係room service是用WhatsApp溝通，也是事後我們發現房內有問題另外走去櫃檯問才知道的，櫃檯人員從頭到尾都沒有說明。

進到房間後，房內的泳池磁磚地有一塊位移，電視說有Netflix和YouTube也都無法使用，房內櫃子和浴室洗手台上有很多螞蟻，且床單有發霉和污漬，備品除了基本的洗沐組外只有牙刷牙膏和基本的大浴巾，甚至連吹風機都沒有。

用WhatsApp請飯店送吹風機過來，得到的回答是housekeeping下班了要等到隔天早上才能送來，電視則是過來看過後表示故障了要等明天請人來修理。

隔天一早就一直提醒他們當天一定要送吹風機來，還請同行友人去問過了也得到回覆說會送，最後晚上我們回到飯店一樣沒送吹風機過來，電視一樣沒修好，房間整理了但備品只補了一間房間的，另一間房間已使用的牙刷直接被丟掉也沒補新的完全不知道在幹嘛。

我直接WhatsApp訊息指責該飯店的服務非常糟糕，前交代萬提醒還忘記送，服務人員的回覆相當慢就也回的很沒誠意，隔天早上我們都要退房了才送吹風機過來，令人非常傻眼。

這真的是讓人覺得非常差勁的住宿體驗，服務糟糕衛生不佳甚至連基本的備品都要要求2天到要退房才提供，完全不推薦舟車勞頓到這裡來住宿，你只會帶一肚子氣回家而已！",Diulas pada 22 Agustus 2024
KA,Hong Kong,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada September 2023,"4,8","入住日期弄錯了
浴缸及淋浴間熱水不能同時使用
基本設備都不齊全, 沒有熱水壺, 拖鞋",Diulas pada 16 September 2023
HUI,N/A,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2019,"4,0","1.Villa很新，但馬桶不是很通，熱水也不太熱。
2.原本入住時飯店人員說早上11：00-16：00到烏布市區是免費的。但隔天的服務生又說不行。於是請飯店幫我們租車載我們到梯田或烏布皇宮。一整天的行程也給了司機費用。退房時飯店人員竟然又要我們付一筆租車費用...
3.早餐的食物也不好吃，晚餐的牛排整塊過熟非常難吃...",Diulas pada 08 Februari 2019
Mohd,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada November 2023,"8,4","Pros: Private pool, good breakfast, quiet and perfect for staycation.

Cons: Many frogs broke in our toilet because there was a gap on the bathtub mirror. The sofa outside our room was a bit dirty. The road to go to the villa was not a tar road. The location was a bit far to the Ubud central.",Diulas pada 12 Desember 2023
Bashier,Afrika Selatan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2023,"9,2",We unfortunately only stayed one night so we’re not able to enjoy all the facilities as possible but the rooms were clean and well stocked and the entire apartment had a private pool also. We literally only slept there.  Staff were professional and extremely helpful 🎈,Diulas pada 28 Agustus 2023
Divya,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2023,"6,4","The villa is a very spacious, quiet and cozy place to relax if you're not travelling much around. We stayed in a 2BRD villa and the kids enjoyed the private pool. The service was excellent and the staffs there are very helpful and pleasing. The only negative is if we have to travel around we cannot book Grab taxi and we have to use the restaurant taxi which is ok as they're helping the local people but if we are on a budget these cost a fortune if you need to travel a lot. But if you're looking for a place to sit back, relax and enjoy the food and pool then this is the best option.",Diulas pada 21 Juli 2023
Jessica,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada November 2023,"5,6","The villa was quite far away from Ubud (about 30~40mins+ drive) and tucked away in a remote area where the roads had no lights at night. Upon reaching the villa, we noticed that one of the cupboards in bedroom 2 was full of dead insects, which the staff cleaned up upon request. Also, bedroom 1 (the bigger room) had an insect mesh but bedroom 2 did not. Bedroom 2 had a working fan, but bedroom 1 did not. So the person sleeping in bedroom 2 had insects falling on her all night, and the ones sleeping in bedroom 1 had to sleep with a portable fan on. Staff said that they are working to uninstall all the fans in the room as they installed aircon, but the small aircon was insufficient to cool the size of the larger room. The pool water was murky so we didn't dare let our baby swim in it. The outdoor dining area where the TV was has a of insects and some lizards, which is understandable as the villa is near rice fields (should have done more research). It gets worse at night when the lights are on so we could not finish our dinner in peace. The food was also below average as the rice was not well cooked and meat wasn't fresh. When we tried to take a shower, the showerhead in bedroom 1 wasn't working and 1 of the towels still had makeup foundation stains on it.

Overall, I would say it's average for it's price, but I wouldn't book it again especially not with young children.",Diulas pada 22 November 2023
Syakurr,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Agustus 2023,"10,0","Tempatnya private, tamannya indah beserta pool. Kamar juga sangat nyaman, dan kamar mandi luas. Kurang kitchen tapi semuanya TOP⭐️🌟🌟",Diulas pada 06 Desember 2023
lau,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2023,"9,2","Great for couple without kids, workers smiles are gems, food is good too, and come with many events where you won’t feel bored",Diulas pada 06 Desember 2023
